2209061335,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061336,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061336,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061336,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061336,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061336,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061337,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061337,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061337,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061337,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061338,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061338,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061338,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061338,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061338,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061339,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061339,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061339,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061339,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061339,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061340,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061340,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061340,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061340,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061340,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061341,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061341,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061341,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061341,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061342,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061342,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061342,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061342,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061342,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061343,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061343,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061343,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061343,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061343,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061344,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061344,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061344,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061344,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061344,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061345,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061345,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061345,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061345,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061346,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061346,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061346,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061346,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061346,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061347,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061347,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061347,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061347,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061347,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061348,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061348,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061348,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061348,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061348,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061349,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061349,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061349,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061349,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061350,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061350,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061350,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061350,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061350,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061351,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061351,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061351,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061351,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061351,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061352,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061352,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061352,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061352,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061352,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061353,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061353,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061353,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061353,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061353,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061354,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061354,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061354,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061354,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061354,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061355,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061355,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061355,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061355,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061355,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061356,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061356,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061356,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061356,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061356,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061357,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061357,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061357,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061357,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061357,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061358,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061358,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061358,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061358,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061358,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061359,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061359,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061359,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061359,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061359,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061400,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061400,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061400,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061400,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061401,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061401,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061401,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061401,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061401,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061402,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061402,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061402,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061402,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061403,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061403,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061403,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061403,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061403,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061404,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061404,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061404,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061404,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061404,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061405,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061405,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061405,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061405,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061405,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061406,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061406,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061406,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061406,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061407,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061407,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061407,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061407,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061407,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061408,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061408,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061408,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061408,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061408,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061409,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061409,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061409,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061409,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061409,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061410,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061410,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061410,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061410,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061410,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061411,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061411,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061411,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061411,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061411,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061412,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061412,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061412,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061412,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061412,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061413,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061413,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061413,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061413,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061413,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061414,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061414,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061414,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061414,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061414,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061415,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061415,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061415,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061415,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
2209061415,"x=0,y=0,z=2","x=-811,y=13327,z=15210","x=256,y=-124,z=-14",959.36,28.38,72.71,0.02,255,4.08,30679
